Orthogroup	BU_ATCC8492	PV_ATCC8482
OG0000009_4	BU_ATCC8492_02994	NA
OG0000009_5	BU_ATCC8492_01588	NA
OG0000009_6	BU_ATCC8492_03095	NA
OG0000009_7	BU_ATCC8492_03001	NA
OG0000009_8	BU_ATCC8492_02845	NA
OG0000009_9	NA	PV_ATCC8482_03568
OG0000009_10	NA	PV_ATCC8482_03595
OG0000009_11	NA	PV_ATCC8482_01007
OG0000010_1	BU_ATCC8492_02191	NA
OG0000010_2	NA	PV_ATCC8482_02944
OG0000010_3	NA	PV_ATCC8482_01569
OG0000010_4	NA	PV_ATCC8482_03787
OG0000010_5	NA	PV_ATCC8482_04269
OG0000010_6	NA	PV_ATCC8482_03055
OG0000010_7	NA	PV_ATCC8482_03567
OG0000010_8	NA	PV_ATCC8482_03506
OG0000010_9	NA	PV_ATCC8482_02484
OG0000010_10	NA	PV_ATCC8482_04116
OG0000010_11	NA	PV_ATCC8482_03326
OG0000011_1	BU_ATCC8492_03206	PV_ATCC8482_04125
OG0000011_2	NA	PV_ATCC8482_00388
OG0000011_3	NA	PV_ATCC8482_01788
OG0000011_4	NA	PV_ATCC8482_00038
OG0000011_5	NA	PV_ATCC8482_03781
OG0000011_6	NA	PV_ATCC8482_01224
OG0000011_7	NA	PV_ATCC8482_00937
OG0000011_8	NA	PV_ATCC8482_01274
OG0000011_9	NA	PV_ATCC8482_01372
OG0000011_10	NA	PV_ATCC8482_00510
OG0000012_1	BU_ATCC8492_01853	PV_ATCC8482_00655
OG0000012_2	NA	PV_ATCC8482_00385
OG0000012_3	NA	PV_ATCC8482_04218
OG0000012_4	NA	PV_ATCC8482_00527
OG0000012_5	NA	PV_ATCC8482_00114
OG0000012_6	NA	PV_ATCC8482_01875
OG0000012_7	NA	PV_ATCC8482_00981
OG0000012_8	NA	PV_ATCC8482_00408
OG0000012_9	NA	PV_ATCC8482_01850
OG0000013_2	BU_ATCC8492_01186	PV_ATCC8482_01419
OG0000013_3	BU_ATCC8492_00896	NA
OG0000013_4	BU_ATCC8492_02217	NA
OG0000013_5	BU_ATCC8492_00587	NA
OG0000013_6	BU_ATCC8492_00715	NA
OG0000013_7	BU_ATCC8492_00657	NA
OG0000013_8	BU_ATCC8492_01717	NA
OG0000013_9	BU_ATCC8492_00958	NA
OG0000013_10	BU_ATCC8492_00959	NA
OG0000014_1	BU_ATCC8492_03557	PV_ATCC8482_02224
OG0000014_2	NA	PV_ATCC8482_00162
OG0000014_3	NA	PV_ATCC8482_02053
OG0000014_4	NA	PV_ATCC8482_01837
OG0000014_5	NA	PV_ATCC8482_01839
OG0000014_6	NA	PV_ATCC8482_01816
OG0000014_7	NA	PV_ATCC8482_00185
OG0000014_8	NA	PV_ATCC8482_02812
OG0000014_9	NA	PV_ATCC8482_00191
OG0000015_2	BU_ATCC8492_02415	PV_ATCC8482_02743
OG0000015_3	BU_ATCC8492_02534	NA
OG0000015_4	BU_ATCC8492_03218	NA
OG0000015_5	BU_ATCC8492_01876	NA
OG0000015_6	BU_ATCC8492_02421	NA
OG0000015_7	BU_ATCC8492_02874	NA
OG0000015_8	BU_ATCC8492_03419	NA
OG0000015_9	BU_ATCC8492_01919	NA
OG0000016_2	BU_ATCC8492_01412	PV_ATCC8482_00392
OG0000016_3	BU_ATCC8492_02401	NA
OG0000016_4	BU_ATCC8492_00746	NA
OG0000016_5	BU_ATCC8492_00396	NA
OG0000016_6	BU_ATCC8492_00945	NA
OG0000016_7	BU_ATCC8492_02231	NA
OG0000016_8	BU_ATCC8492_02682	NA
OG0000016_9	BU_ATCC8492_03195	NA
OG0000017_2	BU_ATCC8492_02437	PV_ATCC8482_02763
OG0000017_3	BU_ATCC8492_01313	NA
OG0000017_4	BU_ATCC8492_01259	NA
OG0000017_5	BU_ATCC8492_01266	NA
OG0000017_6	BU_ATCC8492_01303	NA
OG0000017_7	BU_ATCC8492_01432	NA
OG0000017_8	BU_ATCC8492_01306	NA
OG0000017_9	NA	PV_ATCC8482_02756
OG0000018_1	BU_ATCC8492_03751	NA
OG0000018_2	BU_ATCC8492_03467	NA
OG0000018_3	BU_ATCC8492_03566	NA
OG0000018_4	BU_ATCC8492_01587	NA
OG0000018_5	BU_ATCC8492_02995	NA
OG0000018_6	BU_ATCC8492_03000	NA
OG0000018_7	BU_ATCC8492_03096	NA
OG0000018_8	BU_ATCC8492_02844	NA
OG0000018_9	NA	PV_ATCC8482_03868
OG0000019_1	BU_ATCC8492_02406	NA
OG0000019_2	BU_ATCC8492_02350	NA
OG0000019_3	BU_ATCC8492_02359	NA
OG0000019_4	NA	PV_ATCC8482_03042
OG0000019_5	NA	PV_ATCC8482_01800
OG0000019_6	NA	PV_ATCC8482_02472
OG0000019_7	NA	PV_ATCC8482_03536
OG0000019_8	NA	PV_ATCC8482_04120
OG0000019_9	NA	PV_ATCC8482_04027
OG0000020_1	BU_ATCC8492_02765	NA
OG0000020_2	NA	PV_ATCC8482_01247
OG0000020_3	NA	PV_ATCC8482_03304
OG0000020_4	NA	PV_ATCC8482_03949
OG0000020_5	NA	PV_ATCC8482_03893
OG0000020_6	NA	PV_ATCC8482_01753
OG0000020_7	NA	PV_ATCC8482_01243
OG0000020_8	NA	PV_ATCC8482_01756
OG0000020_9	NA	PV_ATCC8482_01887
OG0000021_1	BU_ATCC8492_03274	NA
OG0000021_2	NA	PV_ATCC8482_02466
OG0000021_3	NA	PV_ATCC8482_04075
OG0000021_4	NA	PV_ATCC8482_04078
OG0000021_5	NA	PV_ATCC8482_04079
OG0000021_6	NA	PV_ATCC8482_04081
OG0000021_7	NA	PV_ATCC8482_01107
OG0000021_8	NA	PV_ATCC8482_03539
OG0000021_9	NA	PV_ATCC8482_04031
OG0000022_1	BU_ATCC8492_03560	PV_ATCC8482_02221
OG0000022_2	NA	PV_ATCC8482_00168
OG0000022_3	NA	PV_ATCC8482_02091
OG0000022_4	NA	PV_ATCC8482_01868
OG0000022_5	NA	PV_ATCC8482_02092
OG0000022_6	NA	PV_ATCC8482_01873
OG0000022_7	NA	PV_ATCC8482_01885
OG0000022_8	NA	PV_ATCC8482_00190
OG0000023_1	BU_ATCC8492_00202	NA
OG0000023_2	BU_ATCC8492_02800	NA
OG0000023_3	BU_ATCC8492_02641	NA
OG0000023_4	BU_ATCC8492_01754	NA
OG0000023_5	BU_ATCC8492_01757	NA
OG0000023_6	BU_ATCC8492_00030	NA
OG0000023_7	BU_ATCC8492_00031	NA
OG0000023_8	NA	PV_ATCC8482_03827
OG0000024_1	BU_ATCC8492_03168	NA
OG0000024_2	BU_ATCC8492_03167	NA
OG0000024_3	NA	PV_ATCC8482_03264
OG0000024_4	NA	PV_ATCC8482_03620
OG0000024_5	NA	PV_ATCC8482_03531
OG0000024_6	NA	PV_ATCC8482_03260
OG0000024_7	NA	PV_ATCC8482_03262
OG0000024_8	NA	PV_ATCC8482_03263
OG0000025_1	BU_ATCC8492_00102	NA
OG0000025_2	NA	PV_ATCC8482_00160
OG0000025_3	NA	PV_ATCC8482_02720
OG0000025_4	NA	PV_ATCC8482_01353
OG0000025_5	NA	PV_ATCC8482_01867
OG0000025_6	NA	PV_ATCC8482_01940
OG0000025_7	NA	PV_ATCC8482_00186
OG0000025_8	NA	PV_ATCC8482_01853
OG0000026_1	BU_ATCC8492_01273	PV_ATCC8482_01536
OG0000026_2	NA	PV_ATCC8482_01325
OG0000026_3	NA	PV_ATCC8482_01396
OG0000026_4	NA	PV_ATCC8482_01333
OG0000026_5	NA	PV_ATCC8482_01140
OG0000026_6	NA	PV_ATCC8482_01271
OG0000026_7	NA	PV_ATCC8482_01435
OG0000027_1	BU_ATCC8492_01856	PV_ATCC8482_00646
OG0000027_2	NA	PV_ATCC8482_01092
OG0000027_3	NA	PV_ATCC8482_02088
OG0000027_4	NA	PV_ATCC8482_00587
OG0000027_5	NA	PV_ATCC8482_00595
OG0000027_6	NA	PV_ATCC8482_00597
OG0000027_7	NA	PV_ATCC8482_01301
OG0000028_5	BU_ATCC8492_01914	PV_ATCC8482_01602
OG0000028_6	BU_ATCC8492_03424	NA
OG0000028_7	BU_ATCC8492_02375	NA
OG0000028_8	BU_ATCC8492_03439	NA
OG0000028_9	BU_ATCC8492_02714	NA
OG0000028_10	BU_ATCC8492_02878	NA
OG0000028_11	NA	PV_ATCC8482_00726
OG0000029_1	BU_ATCC8492_02002	NA
OG0000029_2	NA	PV_ATCC8482_00585
OG0000029_3	NA	PV_ATCC8482_00106
OG0000029_4	NA	PV_ATCC8482_01293
OG0000029_5	NA	PV_ATCC8482_00562
OG0000029_6	NA	PV_ATCC8482_01814
OG0000029_7	NA	PV_ATCC8482_01083
OG0000029_8	NA	PV_ATCC8482_04156
OG0000030_1	NA	PV_ATCC8482_01573
OG0000030_2	NA	PV_ATCC8482_03589
OG0000030_3	NA	PV_ATCC8482_03441
OG0000030_4	NA	PV_ATCC8482_00371
OG0000030_5	NA	PV_ATCC8482_00887
OG0000030_6	NA	PV_ATCC8482_02969
OG0000030_7	NA	PV_ATCC8482_01754
OG0000030_8	NA	PV_ATCC8482_00798
OG0000031_1	NA	PV_ATCC8482_01572
OG0000031_2	NA	PV_ATCC8482_03590
OG0000031_3	NA	PV_ATCC8482_03442
OG0000031_4	NA	PV_ATCC8482_00372
OG0000031_5	NA	PV_ATCC8482_00886
OG0000031_6	NA	PV_ATCC8482_02968
OG0000031_7	NA	PV_ATCC8482_01755
OG0000031_8	NA	PV_ATCC8482_00797
OG0000032_1	NA	PV_ATCC8482_02498
OG0000032_2	NA	PV_ATCC8482_01324
OG0000032_3	NA	PV_ATCC8482_02158
OG0000032_4	NA	PV_ATCC8482_01395
OG0000032_5	NA	PV_ATCC8482_01141
OG0000032_6	NA	PV_ATCC8482_01270
OG0000032_7	NA	PV_ATCC8482_01436
OG0000032_8	NA	PV_ATCC8482_01535
OG0000033_1	BU_ATCC8492_00421	NA
OG0000033_2	BU_ATCC8492_02219	NA
OG0000033_3	BU_ATCC8492_00750	NA
OG0000033_4	BU_ATCC8492_03504	NA
OG0000033_5	BU_ATCC8492_00881	NA
OG0000033_6	BU_ATCC8492_01237	NA
OG0000033_7	BU_ATCC8492_03804	NA
OG0000034_1	BU_ATCC8492_03211	PV_ATCC8482_04129
OG0000034_2	BU_ATCC8492_03217	NA
OG0000034_3	BU_ATCC8492_02872	NA
OG0000034_4	BU_ATCC8492_02746	NA
OG0000034_5	BU_ATCC8492_02525	NA
OG0000034_6	NA	PV_ATCC8482_01111
OG0000035_1	BU_ATCC8492_00760	NA
OG0000035_2	NA	PV_ATCC8482_00651
OG0000035_3	NA	PV_ATCC8482_00588
OG0000035_4	NA	PV_ATCC8482_00594
OG0000035_5	NA	PV_ATCC8482_00596
OG0000035_6	NA	PV_ATCC8482_00599
OG0000035_7	NA	PV_ATCC8482_03805
OG0000036_1	BU_ATCC8492_03222	NA
OG0000036_2	BU_ATCC8492_02750	NA
OG0000036_3	NA	PV_ATCC8482_01156
OG0000036_4	NA	PV_ATCC8482_03557
OG0000036_5	NA	PV_ATCC8482_01328
OG0000036_6	NA	PV_ATCC8482_01171
OG0000036_7	NA	PV_ATCC8482_02717
OG0000037_1	BU_ATCC8492_01025	NA
OG0000037_2	BU_ATCC8492_00285	NA
OG0000037_3	NA	PV_ATCC8482_02723
OG0000037_4	NA	PV_ATCC8482_00516
OG0000037_5	NA	PV_ATCC8482_01173
OG0000037_6	NA	PV_ATCC8482_01176
OG0000037_7	NA	PV_ATCC8482_00126
OG0000038_3	BU_ATCC8492_01933	PV_ATCC8482_01622
OG0000038_4	BU_ATCC8492_00032	NA
OG0000038_5	BU_ATCC8492_00201	NA
OG0000038_6	BU_ATCC8492_02642	NA
OG0000038_7	BU_ATCC8492_02802	NA
OG0000038_8	BU_ATCC8492_01753	NA
OG0000039_1	BU_ATCC8492_01027	NA
OG0000039_2	BU_ATCC8492_00998	NA
OG0000039_3	BU_ATCC8492_00137	NA
OG0000039_4	BU_ATCC8492_00622	NA
OG0000039_5	BU_ATCC8492_01582	NA
OG0000039_6	BU_ATCC8492_00318	NA
OG0000039_7	BU_ATCC8492_00286	NA
OG0000040_1	BU_ATCC8492_00673	NA
OG0000040_2	BU_ATCC8492_00806	NA
OG0000040_3	BU_ATCC8492_00330	NA
OG0000040_4	BU_ATCC8492_00331	NA
OG0000040_5	BU_ATCC8492_00173	NA
OG0000040_6	BU_ATCC8492_01454	NA
OG0000040_7	BU_ATCC8492_00500	NA
OG0000041_1	BU_ATCC8492_01059	NA
OG0000041_2	BU_ATCC8492_01060	NA
OG0000041_3	BU_ATCC8492_00590	NA
OG0000041_4	BU_ATCC8492_00568	NA
OG0000041_5	BU_ATCC8492_00700	NA
OG0000041_6	BU_ATCC8492_00701	NA
OG0000041_7	NA	PV_ATCC8482_02294
OG0000042_1	BU_ATCC8492_00879	NA
OG0000042_2	BU_ATCC8492_03730	NA
OG0000042_3	BU_ATCC8492_00885	NA
OG0000042_4	BU_ATCC8492_00888	NA
OG0000042_5	BU_ATCC8492_03802	NA
OG0000042_6	BU_ATCC8492_02013	NA
OG0000042_7	BU_ATCC8492_00606	NA
OG0000043_1	BU_ATCC8492_00773	NA
OG0000043_2	NA	PV_ATCC8482_00289
OG0000043_3	NA	PV_ATCC8482_00290
OG0000043_4	NA	PV_ATCC8482_00291
OG0000043_5	NA	PV_ATCC8482_00293
OG0000043_6	NA	PV_ATCC8482_01511
OG0000043_7	NA	PV_ATCC8482_00636
OG0000044_1	BU_ATCC8492_00826	NA
OG0000044_2	NA	PV_ATCC8482_01515
OG0000044_3	NA	PV_ATCC8482_03597
OG0000044_4	NA	PV_ATCC8482_00048
OG0000044_5	NA	PV_ATCC8482_00178
OG0000044_6	NA	PV_ATCC8482_03541
OG0000044_7	NA	PV_ATCC8482_00024
OG0000045_1	BU_ATCC8492_00909	NA
OG0000045_2	BU_ATCC8492_00911	NA
OG0000045_3	BU_ATCC8492_00912	NA
OG0000045_4	BU_ATCC8492_00914	NA
OG0000045_5	BU_ATCC8492_00916	NA
OG0000045_6	BU_ATCC8492_00918	NA
OG0000045_7	BU_ATCC8492_00920	NA
OG0000046_2	BU_ATCC8492_01510	PV_ATCC8482_01922
OG0000046_3	BU_ATCC8492_03915	NA
OG0000046_4	NA	PV_ATCC8482_01121
OG0000046_5	NA	PV_ATCC8482_00327
OG0000046_6	NA	PV_ATCC8482_01912
OG0000046_7	NA	PV_ATCC8482_01915
OG0000047_1	BU_ATCC8492_01976	PV_ATCC8482_00673
OG0000047_2	NA	PV_ATCC8482_02542
OG0000047_3	NA	PV_ATCC8482_03950
OG0000047_4	NA	PV_ATCC8482_02160
OG0000047_5	NA	PV_ATCC8482_01813
OG0000047_6	NA	PV_ATCC8482_01662
OG0000048_1	BU_ATCC8492_02842	NA
OG0000048_2	NA	PV_ATCC8482_03271
OG0000048_3	NA	PV_ATCC8482_02888
OG0000048_4	NA	PV_ATCC8482_03207
OG0000048_5	NA	PV_ATCC8482_00176
OG0000048_6	NA	PV_ATCC8482_03283
OG0000048_7	NA	PV_ATCC8482_03452
OG0000049_1	NA	PV_ATCC8482_00130
OG0000049_2	NA	PV_ATCC8482_03043
OG0000049_3	NA	PV_ATCC8482_01540
OG0000049_4	NA	PV_ATCC8482_01769
OG0000049_5	NA	PV_ATCC8482_02832
OG0000049_6	NA	PV_ATCC8482_01394
OG0000049_7	NA	PV_ATCC8482_03322
OG0000050_1	BU_ATCC8492_01056	NA
OG0000050_2	NA	PV_ATCC8482_00613
OG0000050_3	NA	PV_ATCC8482_02095
OG0000050_4	NA	PV_ATCC8482_01041
OG0000050_5	NA	PV_ATCC8482_02291
OG0000050_6	NA	PV_ATCC8482_00409
OG0000051_1	BU_ATCC8492_01192	NA
OG0000051_2	NA	PV_ATCC8482_00037
OG0000051_3	NA	PV_ATCC8482_01039
OG0000051_4	NA	PV_ATCC8482_01008
OG0000051_5	NA	PV_ATCC8482_01078
OG0000051_6	NA	PV_ATCC8482_01079
OG0000052_1	BU_ATCC8492_00706	NA
OG0000052_2	BU_ATCC8492_01542	NA
OG0000052_3	BU_ATCC8492_00649	NA
OG0000052_4	BU_ATCC8492_03182	NA
OG0000052_5	BU_ATCC8492_00594	NA
OG0000052_6	NA	PV_ATCC8482_00875
OG0000053_1	BU_ATCC8492_00385	NA
OG0000053_2	BU_ATCC8492_00386	NA
OG0000053_3	BU_ATCC8492_00929	NA
OG0000053_4	BU_ATCC8492_02835	NA
OG0000053_5	BU_ATCC8492_02836	NA
OG0000053_6	BU_ATCC8492_02047	NA
OG0000054_1	BU_ATCC8492_01698	NA
OG0000054_2	BU_ATCC8492_03667	NA
OG0000054_3	NA	PV_ATCC8482_00301
OG0000054_4	NA	PV_ATCC8482_00300
OG0000054_5	NA	PV_ATCC8482_00285
OG0000054_6	NA	PV_ATCC8482_01222
OG0000055_1	BU_ATCC8492_00036	NA
OG0000055_2	BU_ATCC8492_01750	NA
OG0000055_3	NA	PV_ATCC8482_01001
OG0000055_4	NA	PV_ATCC8482_03476
OG0000055_5	NA	PV_ATCC8482_03813
OG0000055_6	NA	PV_ATCC8482_03574
OG0000056_1	BU_ATCC8492_00576	NA
OG0000056_2	BU_ATCC8492_00578	NA
OG0000056_3	BU_ATCC8492_01021	NA
OG0000056_4	NA	PV_ATCC8482_02774
OG0000056_5	NA	PV_ATCC8482_01838
OG0000056_6	NA	PV_ATCC8482_02775
OG0000057_1	BU_ATCC8492_00020	NA
OG0000057_2	BU_ATCC8492_00213	NA
OG0000057_3	BU_ATCC8492_02630	NA
OG0000057_4	NA	PV_ATCC8482_03473
OG0000057_5	NA	PV_ATCC8482_00693
OG0000057_6	NA	PV_ATCC8482_00966
OG0000058_1	BU_ATCC8492_00672	NA
OG0000058_2	BU_ATCC8492_00807	NA
OG0000058_3	BU_ATCC8492_00172	NA
OG0000058_4	BU_ATCC8492_00332	NA
OG0000058_5	BU_ATCC8492_01453	NA
OG0000058_6	BU_ATCC8492_00501	NA
OG0000059_1	BU_ATCC8492_01096	NA
OG0000059_2	BU_ATCC8492_00747	NA
OG0000059_3	BU_ATCC8492_03185	NA
OG0000059_4	BU_ATCC8492_03801	NA
OG0000059_5	BU_ATCC8492_00377	NA
OG0000059_6	NA	PV_ATCC8482_01433
OG0000060_1	BU_ATCC8492_00407	NA
OG0000060_2	BU_ATCC8492_00651	NA
OG0000060_3	BU_ATCC8492_02383	NA
OG0000060_4	BU_ATCC8492_00880	NA
OG0000060_5	BU_ATCC8492_00887	NA
OG0000060_6	NA	PV_ATCC8482_04222
OG0000061_1	BU_ATCC8492_00417	NA
OG0000061_2	NA	PV_ATCC8482_00589
OG0000061_3	NA	PV_ATCC8482_01297
OG0000061_4	NA	PV_ATCC8482_01331
OG0000061_5	NA	PV_ATCC8482_01848
OG0000061_6	NA	PV_ATCC8482_01370
OG0000062_3	BU_ATCC8492_01043	PV_ATCC8482_01252
OG0000062_4	BU_ATCC8492_00681	NA
OG0000062_5	BU_ATCC8492_00938	NA
OG0000062_6	BU_ATCC8492_01013	NA
OG0000062_7	BU_ATCC8492_01017	NA
OG0000063_2	BU_ATCC8492_00980	PV_ATCC8482_01169
OG0000063_3	BU_ATCC8492_01075	NA
OG0000063_4	NA	PV_ATCC8482_03592
OG0000063_5	NA	PV_ATCC8482_00518
OG0000063_6	NA	PV_ATCC8482_01175
OG0000064_1	BU_ATCC8492_01246	NA
OG0000064_2	NA	PV_ATCC8482_03066
OG0000064_3	NA	PV_ATCC8482_01315
OG0000064_4	NA	PV_ATCC8482_00783
OG0000064_5	NA	PV_ATCC8482_02778
OG0000064_6	NA	PV_ATCC8482_02719
OG0000065_1	BU_ATCC8492_01312	NA
OG0000065_2	BU_ATCC8492_01257	NA
OG0000065_3	BU_ATCC8492_01260	NA
OG0000065_4	BU_ATCC8492_01267	NA
OG0000065_5	BU_ATCC8492_01305	NA
OG0000065_6	NA	PV_ATCC8482_01275
OG0000066_1	BU_ATCC8492_01569	NA
OG0000066_2	NA	PV_ATCC8482_03275
OG0000066_3	NA	PV_ATCC8482_00460
OG0000066_4	NA	PV_ATCC8482_01772
OG0000066_5	NA	PV_ATCC8482_03214
OG0000066_6	NA	PV_ATCC8482_02363
OG0000067_1	BU_ATCC8492_01687	PV_ATCC8482_00071
OG0000067_2	NA	PV_ATCC8482_00339
OG0000067_3	NA	PV_ATCC8482_00795
OG0000067_4	NA	PV_ATCC8482_03292
OG0000067_5	NA	PV_ATCC8482_03293
OG0000068_1	BU_ATCC8492_02850	NA
OG0000068_2	BU_ATCC8492_01804	NA
OG0000068_3	NA	PV_ATCC8482_00792
OG0000068_4	NA	PV_ATCC8482_04216
OG0000068_5	NA	PV_ATCC8482_04248
OG0000068_6	NA	PV_ATCC8482_02503
OG0000069_1	BU_ATCC8492_01904	PV_ATCC8482_00736
OG0000069_2	NA	PV_ATCC8482_01591
OG0000069_3	NA	PV_ATCC8482_03025
OG0000069_4	NA	PV_ATCC8482_01269
OG0000069_5	NA	PV_ATCC8482_02455
OG0000070_1	BU_ATCC8492_02433	PV_ATCC8482_02746
OG0000070_2	BU_ATCC8492_03394	NA
OG0000070_3	BU_ATCC8492_02378	NA
OG0000070_4	BU_ATCC8492_03435	NA
OG0000070_5	BU_ATCC8492_03631	NA
OG0000071_1	BU_ATCC8492_02520	NA
OG0000071_2	BU_ATCC8492_03224	NA
